basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4531354,ca.proc.d.2012-06-14.14559.855,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531355,ca.proc.d.2012-06-14.14559.856,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531356,ca.proc.d.2012-06-14.14559.857,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531357,ca.proc.d.2012-06-14.14559.858,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: 
",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531358,ca.proc.d.2012-06-14.14559.859,2012-06-14,43d98498-4000-43e4-b468-5f79352823ad,451,The Deputy Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, The recorded division on the motion stands deferred.,New Democratic Party,Victoria,Denise Savoie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E&Section=ALL
4531359,ca.proc.d.2012-06-14.14559.860,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The next question is on Motion No. 784. Is it the pleasure of the House to adopt the motion?,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531360,ca.proc.d.2012-06-14.14559.861,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4531361,ca.proc.d.2012-06-14.14559.862,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531362,ca.proc.d.2012-06-14.14559.863,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4531363,ca.proc.d.2012-06-14.14559.864,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531364,ca.proc.d.2012-06-14.14559.865,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4531365,ca.proc.d.2012-06-14.14559.866,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: 
 The recorded division on the motion stands deferred.
The next question is on Motion No. 785. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531366,ca.proc.d.2012-06-14.14559.867,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531367,ca.proc.d.2012-06-14.14559.868,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531368,ca.proc.d.2012-06-14.14559.869,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531369,ca.proc.d.2012-06-14.14559.870,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531370,ca.proc.d.2012-06-14.14559.871,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531371,ca.proc.d.2012-06-14.14559.872,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the yeas have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred, and the recorded division will also apply to Motions Nos. 786 to 789.
The next question is on Motion No. 787. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531372,ca.proc.d.2012-06-14.14559.873,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531373,ca.proc.d.2012-06-14.14559.874,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531374,ca.proc.d.2012-06-14.14559.875,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531375,ca.proc.d.2012-06-14.14559.876,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531376,ca.proc.d.2012-06-14.14559.877,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531377,ca.proc.d.2012-06-14.14559.878,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motions Nos. 788 and 790 to 800.
The next question is on Motion No. 803. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531378,ca.proc.d.2012-06-14.14559.879,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531379,ca.proc.d.2012-06-14.14559.880,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531380,ca.proc.d.2012-06-14.14559.881,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531381,ca.proc.d.2012-06-14.14559.882,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531382,ca.proc.d.2012-06-14.14559.883,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531383,ca.proc.d.2012-06-14.14559.884,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motions Nos. 804 to 808.
The next question is on Motion No. 809. Is it the pleasure of the House to adopt the motion? ",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531384,ca.proc.d.2012-06-14.14559.885,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531385,ca.proc.d.2012-06-14.14559.886,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531386,ca.proc.d.2012-06-14.14559.887,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531387,ca.proc.d.2012-06-14.14559.888,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531388,ca.proc.d.2012-06-14.14559.889,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531389,ca.proc.d.2012-06-14.14559.890,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motion No. 810.
The next question is on Motion No. 811. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531390,ca.proc.d.2012-06-14.14559.891,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531391,ca.proc.d.2012-06-14.14559.892,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531392,ca.proc.d.2012-06-14.14559.893,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531393,ca.proc.d.2012-06-14.14559.894,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531394,ca.proc.d.2012-06-14.14559.895,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531395,ca.proc.d.2012-06-14.14559.896,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motions Nos. 812 to 815 and 817 to 836.
The next question is on Motion No. 816. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531396,ca.proc.d.2012-06-14.14559.897,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531397,ca.proc.d.2012-06-14.14559.898,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531398,ca.proc.d.2012-06-14.14559.899,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531399,ca.proc.d.2012-06-14.14559.900,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531400,ca.proc.d.2012-06-14.14559.901,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531401,ca.proc.d.2012-06-14.14559.902,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
The recorded division on the motion stands deferred. 
The next question is on Motion No. 838. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531402,ca.proc.d.2012-06-14.14559.903,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531403,ca.proc.d.2012-06-14.14559.904,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531404,ca.proc.d.2012-06-14.14559.905,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531405,ca.proc.d.2012-06-14.14559.906,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531406,ca.proc.d.2012-06-14.14559.907,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531407,ca.proc.d.2012-06-14.14559.908,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. 
The next question is on Motion No. 839. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531408,ca.proc.d.2012-06-14.14559.909,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531409,ca.proc.d.2012-06-14.14559.910,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531410,ca.proc.d.2012-06-14.14559.911,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531411,ca.proc.d.2012-06-14.14559.912,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531412,ca.proc.d.2012-06-14.14559.913,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531413,ca.proc.d.2012-06-14.14559.914,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motions Nos. 840, 841 and 844 to 852.
The next question is on Motion No. 854. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531414,ca.proc.d.2012-06-14.14559.915,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531415,ca.proc.d.2012-06-14.14559.916,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531416,ca.proc.d.2012-06-14.14559.917,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531417,ca.proc.d.2012-06-14.14559.918,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531418,ca.proc.d.2012-06-14.14559.919,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531419,ca.proc.d.2012-06-14.14559.920,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. 
The next question is on Motion No. 856. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531420,ca.proc.d.2012-06-14.14559.921,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531421,ca.proc.d.2012-06-14.14559.922,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531422,ca.proc.d.2012-06-14.14559.923,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531423,ca.proc.d.2012-06-14.14559.924,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531424,ca.proc.d.2012-06-14.14559.925,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531425,ca.proc.d.2012-06-14.14559.926,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. The recorded division will also apply to Motion Nos. 857 to 861 and 863 to 866.
The next question is on Motion No. 862. Is it the pleasure of the House to adopt the motion?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531426,ca.proc.d.2012-06-14.14559.927,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531427,ca.proc.d.2012-06-14.14559.928,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531428,ca.proc.d.2012-06-14.14559.929,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531429,ca.proc.d.2012-06-14.14559.930,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531430,ca.proc.d.2012-06-14.14559.931,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531431,ca.proc.d.2012-06-14.14559.932,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: 
 The recorded division on the motion stands deferred. ",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531432,ca.proc.d.2012-06-14.14559.933,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The next question is on Motion No. 867. Is it the pleasure of the House to adopt the motion? ,,,,
4531433,ca.proc.d.2012-06-14.14559.934,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4531434,ca.proc.d.2012-06-14.14559.935,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
4531435,ca.proc.d.2012-06-14.14559.936,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4531436,ca.proc.d.2012-06-14.14559.937,2012-06-14,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,453,The Acting Speaker (Mr. Bruce Stanton),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=02c2cb20-f27d-46a5-8e78-ab4b405bf07b&Language=E&Section=ALL
