speakeroldname,speechtext,speakerparty,speakerriding,speakername
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, the member opposite just did it again: He came down clearly on one side of the most divisive foreign policy debate to hit the United Kingdom in a long time. He even boasted about it, saying that he was pro-Brexit before Brexit was cool. 
Quite frankly, we will take no lessons from the members opposite on the matter of Canada's standing in the world and the great work we are doing on foreign policy.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, 276 days ago the Leader of the Opposition promised he would be delivering a plan to fight climate change. We are still waiting. 
We have laid out a plan that will not only fight climate change but make sure it is affordable for Canadian—",Liberal,Papineau,Justin Trudeau
Right Hon. Justin Trudeau,"Again, Mr. Speaker, it has been 276 days since the member opposite promised a plan to fight climate change, and everyone is still waiting. 
We are delivering on a plan that will fight climate change and support families through this transition. That is what we are doing.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we can always tell the Conservatives are on shaky ground when they stoop to making snide personal remarks.
For the member's own riding and his own province of Saskatchewan, Canadians in Saskatchewan will be $1,300 better off with our plan to fight climate change and to make it affordable for Canadians than they would have been had we not moved forward with our plan to put a price on pollution so that we get less of it. They want to make pollution free again; we are putting a price on it.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I am pleased to hear that the NDP is no longer denying the importance of repairs, renovations and maintenance.
We established an investment plan for the national housing strategy, which will greatly help Canadians find more affordable housing. We recognize that this is a concern for people, for all of us. Everyone needs safe housing. That is exactly why we are making investments. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I thank the member opposite for giving us an opportunity to talk about how we are going to help Canadians from coast to coast to coast with our new national strategy on housing, the new national housing plan. We know that reducing homelessness by 50% is something we can achieve, and we are investing to do that. We know that making sure that millions of Canadians have better security in terms of the places they live is something we are doing right now. We have invested tangibly and concretely over the past three years, and yes, we will continue to invest, because we know there is much more work to do.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, as the member knows, we are committed to working with Cat Lake on housing challenges. There is a meeting taking place today with community leadership. We are developing both an interim and a long-term plan of action. We are, unlike what the member is saying, making significant progress in the community. We lifted the long-term drinking water advisory just this past December, but we know there is lots more to do, and that is why are continuing to address the community issues, in partnership, together.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, over the past three years, we have made unprecedented investments, in partnership with indigenous peoples right across this country, to reduce and eliminate many long-term drinking water advisories, to invest in housing, to open up new schools and to make sure we are creating more health care, more mental health and more clinics.
We are investing, in partnership with indigenous communities right across the country, but as the member so eloquently says, there is much more work to do, and we will continue to invest, to grow, to work in partnership, because there is no relationship more important than that we have with indigenous peoples.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, three years ago, Canadians were sick and tired of the Harper Conservatives' economic approach of giving benefits to the rich and hoping for job creation or economic growth. That approach failed for 10 years, which is why Canadians turned to us.
 We have invested in communities, helped the middle class and lowered taxes for middle-class Canadians. The average Canadian family has $2,000 more in its pockets than during the Harper years. We are going to keep investing—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I think it is a shame that a member from Quebec is not concerned about the fact that his leader promised to deliver a plan to fight climate change 276 days ago and we are still waiting. The Conservatives have no plan to fight climate change, no plan to help families and no plan to invest in the economy of the future.
We know that Quebeckers and all Canadians are concerned about the environment, and we saw an opportunity to take action. By putting a price on pollution, we will create opportunities and good jobs for the future and to help families.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we have laid out our plan for the next four years, which actually puts a price on pollution and ensures that we return to Canadians a greater amount than, on average, they will pay in terms of putting a price on pollution. That is the commitment we made to Canadians, to both fight climate change and make it affordable for people. That is something the member opposite takes issue with, but perhaps he should take issue with his leader, who has refused to put forward his plan to fight climate change for the past 276 days, even though he promised it.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, as I have crossed this country, I have heard from Canadians who have suffered from the wildfires, from the droughts, from the floods, from the heat waves that Canadians have been suffering because of the increase in extreme weather events. Canadians know we need a plan to fight climate change, and we need to make it affordable for regular people, and that is exactly what our plan does. We are putting a price on pollution, because we need less pollution. The Conservatives, other than wanting to make pollution free again, have not come forward with their plan, despite having promised it 276—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, Canadians know that the price of inaction would be monumental, but we do recognize that we need to build the economy of the future and put a price on pollution in a way that supports regular families in this time. That is exactly what we are doing by returning money directly to Canadians, because we know that supporting families and making life affordable while we fight climate change is essential. The member opposite has no plan to fight climate change, and indeed, his leader promised it 276 days ago, and still he has not delivered.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, again, the snide personal attacks are all about distracting from the fact that the Conservatives have no plan for the future of our economy, no plan to fight climate change, no plan to help families through the transforming economy. These are the things that we are focused on, that we have been focused on from the very beginning. We lowered taxes for the middle class and raised them on the wealthiest one per cent. We delivered a Canada child benefit that makes a huge difference right across the country, including for 16,000 kids in the member opposite's own riding, for $48 million a year in the riding of Carleton—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, not only do we have a plan to address that crisis, we started to put it in place years ago. I can highlight that in budget 2018, we put $600 million toward first nation housing, $500 million toward Métis nation housing, and $400 million for an Inuit-led housing plan. We know we need to continue to work to close the unacceptable gap in housing for indigenous peoples. There is much more to do, but we are acting, not just talking about it. We are delivering for families right across the country and will continue to work hard to do exactly that.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we recognize that the situation in indigenous communities across the country is still dire. That is why we have been investing in it. We have been working in partnership with them. However, we recognize there is much more to do.
We have eliminated a number of long-term drinking water advisories. We have invested significantly in new housing. However, of course there are still many more investments to make and much more work to do.
We are closing the gap. We are helping indigenous communities right across the country. We will continue to focus on doing what is right to make sure that everyone has a safe and secure place to live right across the country.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, it is sad to see the Conservatives once again resorting to falsehoods and fearmongering to scare Canadians.
The first thing we did was cut taxes for Canadians. We lowered the small business tax rate to 9%, and we invested in the Canada child benefit, which puts more money in the pockets of nine out of 10 families because we put an end to the Conservatives' practice of sending cheques to millionaire families. We are going to keep taking care of Canadians and making sure our investments help them. It is the Conservatives who want to give benefits to the richest—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, during the 10 years that Stephen Harper was in office, the Conservatives added $150 billion to the national debt. During Stephen Harper's 10-year reign, Canada posted the lowest rate of growth since the Great Depression.
I can see why Canadians wanted a new approach. That is why they chose the Liberal government, which has invested in our communities and given more money to the middle class. What are we seeing? A total of 800,000 new jobs have been created in the past three years and the unemployment rate is the lowest it has been in 40 years. We are investing in Canadians—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, Canadians have a right to openness and transparency in political fundraising. That is why we move forward with new legislation to ensure that political fundraising is done under new transparent, open rules. We have been doing that for close to a year now.
It is time for the Conservative Party to abide by those rules as well, to talk about who is actually donating to the Conservative Party, who is attending fundraising events with their leader and making sure they are opening them up to media the way that we are.
We are open and transparent in our fundraising. Why are the Conservatives still being—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I can assure the House that Liberal fundraisers follow all the rules in openness, transparency and accountability. We actually strengthened those rules. It is the Conservatives who are continuing to hold fundraisers in secret, continuing to keep from Canadians who is donating, how much and who is attending. We have invited the media to attend our fundraisers. They are still being secretive about their fundraising.
Canadians want to know who is paying for the Conservative Party of Canada.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I thank the member opposite for his advocacy. Almost all Canadians have family and friends affected by mental illness today and every day. However, today is an important day to support those around us, especially those who suffer in silence.
We want to ensure Canadians get the support they need when and where they need it. We have made the largest investment in Canadian history for mental health services, $5 billion in budget 2017, and we have targeted investments specifically among indigenous peoples, black Canadians, veterans and homeless Canadians. There is much more to do. 
Today, like every day, we need to talk more about mental health.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we completely agree that, for far too long, the federal government failed to invest in housing. That is why we created a national housing strategy, which includes $40 billion to invest in communities from coast to coast to coast.
We have invested in seniors' housing. We have invested to combat homelessness. We know there is much more to do, but over the last two or three years, we have been investing to repair and build new housing. We will continue to invest in those who are most vulnerable.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, the IPCC report is a sobering reminder that we need to tackle climate change and our government is taking action. We have a practical, affordable plan to cut pollution and create good middle-class jobs. It includes phasing out coal, supporting more than 1,000 public transit projects across the country and putting a price on pollution.
While the Conservatives want to make it free to pollute, we will continue to move forward for Canadians.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, as I have said repeatedly, politicians have no involvement in decisions on this matter. The notion that any politician was involved in those decisions is completely false. 
Of course, I will not comment any further as the matter is before the courts.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, as I have said repeatedly, politicians have no involvement in decisions on this matter. I, of course, have regular interactions with the Chief of the Defence Staff. In this instance, the chief notified me of steps being taken regarding this individual. The notion that any politician was involved in those decisions is completely false.
I will not comment further as the matter is before the courts.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, once again the Conservatives are playing politics with people's lives. When the Conservatives were in power, there was a backlog of 160,000 cases and an eight-year waiting period for family reunification.
We have cut that waiting period down to under two years. We cleared the backlog and quadrupled the number of people who can apply for family reunification. That is our track record.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, here is what Canada's Conservatives actually did in 10 years in power. They created a backlog of over 167,000 cases for family sponsorship and an eight-year wait time for families to be reunited. 
In the past three years, we have cut wait times to under two years for family reunification; we have cleared the backlog; and, yes, we have quadrupled the number of people who could apply for family sponsorship. That is what we are doing to bring families together. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we stand with GM workers and their families in Oshawa. We met with the workers and the union representatives. I even had a frank conversation with the GM CEO, Mary Barra, reminding her of the proud history of GM in Oshawa thanks to those extraordinary workers. 
We continue to work with our partners to support those impacted. We will always fight for auto workers and their families. We will continue to do so.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we recognize that workers at Davie do excellent work. They finished work on the Asterix on time and on budget.
The Conservatives shut Davie out of the national marine strategy, but we have awarded more than $1.5 billion in contracts to Quebec businesses, including $700 million to Davie for three icebreakers. We will continue to support workers across the country.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, how interesting. The Conservatives are saying one thing in French and another in English.
We will continue to work for Quebec and to meet Quebeckers' needs. Quebec has a labour shortage. More than 1,000 positions are vacant according to the Canadian Federation of Independent Business.
We will continue to work with Quebec on these issues.
However, it would be important to highlight, in both official languages, that the Conservative approach on a single payer for immigration is not something we think is acceptable to the rest of the country, and certainly not to us either. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, by calling for a single tax return, the Conservatives are putting 5,500 jobs at risk in Shawinigan and Jonquière. 
This comes on the heels of a decade of Conservative attacks on the public service. The Conservatives would jeopardize our efforts to fight tax evasion, in which we have invested close to $1 billion.
We will always work with the Government of Quebec to simplify the tax return process, but the Conservatives are playing political games by talking about something in one part of the country and not talking about it in English elsewhere in Canada.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, there are plenty of places in this country where people file a single tax return, and if Quebec wants to discuss it with us, we are always willing to talk.
The reality is that we intend to continue fighting tax evasion, and it is the federal government that has signed all these international agreements. 
We know that there are more than 5,000 people in Quebec processing tax returns from all Canadians, and we know that there are always things that can be done to improve the way Quebeckers and Canadians handle their taxes. 
We are always willing to work with Quebeckers and the government—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I thank the hon. member for Marc-Aurèle-Fortin for his question.
Our government began working for seniors as soon as we were elected. We restored the age of eligibility for the old age security and guaranteed income supplement benefits to 65, keeping 10,000 seniors out of poverty. We increased the guaranteed income supplement for our most vulnerable seniors, helping 900,000 seniors in Canada. We also invested $6 billion in home care and palliative care.
We are investing in our seniors and we are helping them.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we recognize that to move forward on energy projects in this country, we need to do it the right way—that is, in partnership with indigenous peoples and respecting the concerns of Canadians, including environmental concerns. We know that, for 10 years, the Harper Conservatives failed to do just that. They did not understand that we have to stand up for the environment, that we have to work with indigenous peoples. That is exactly what we are doing. 
The Federal Court of Appeal's judgment laid out a blueprint for doing this in the right way, and that is exactly the blueprint we are following. We know getting our resources to new markets is a priority.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we have demonstrated consistently that no relationship is more important than that with indigenous peoples. That is why we have moved forward in partnership to both respond to the services needed in indigenous communities, from drinking water to housing to a broad range of educational and community investments, and restore a better relationship in terms of rights, in terms of recognition, in terms of reconciliation. This is what we are focusing on and it is an all-of-cabinet approach.
The entire government is—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, no one should be subject to acts of violence, period. Incidents of sexual assault on school campuses remain one of the most often reported types of violence since #MeToo. Nearly half of sexual assaults reported in Canada are committed against women aged 15 to 24. That is why our government is working with an advisory committee of survivors, students and partners that will create a national framework to end gender-based violence on campuses.
No students should experience violence in this important part of their lives, and we are taking action.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we have made some of the largest investments in Canadian history for mental health services, with $5 billion in budget 2017. 
Of course, there is much more to do. That is why I am happy to confirm that this spring we will be moving forward with the plan to fight PTSD that the Minister of Public Safety and Emergency Preparedness will put forward.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, the Canadian Constitution defends the rights of official language minorities in Canada. We will continue to defend the Constitution.
Despite what the Bloc is trying to say, we will respect the Constitution and defend both of our official languages across the country.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we believe in an independent Senate that makes its decisions based on the best interests of its communities. We will take a look at the amendments made by the senators. We will make a decision on which ones would improve the bill and make it better, and that is what we will be doing. That is what we believe in.
The fact that Conservative premiers have been threatening national unity if they do not get their way is completely irresponsible and needs to be condemned by anyone who aspires to be prime minister of this great country.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, since the beginning of our time in office as a government, we have engaged with the premiers in a constructive and collaborative way. For 10 years, Stephen Harper refused to even meet with the premiers at first ministers meetings.
The fact of the matter is that we believe in constructive relationships. Unfortunately, we do not consider it to be a constructive relationship when the premiers threaten national unity issues if they do not get their way.
We are going to make decisions on what is in the best interests of Canada. We will take a look at what the Senate—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, one of the amendments proposed by the Senate is to make indigenous consultations optional. I do not think Canadians want to go back to Stephen Harper's years of ignoring indigenous peoples in how we build resource projects. That is a good way to get nothing done, the way Stephen Harper did over 10 years.
We are going to take a good look at those amendments and move forward in a way that improves the bills.
What we will not do is accept the premiers saying there is a threat to national unity if they do not get their way. That is not the way to hold this country together.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, what is irresponsible is for the Conservative premiers to say that national unity will be threatened if they do not get everything they want.
We have worked in partnership with the provinces from the start and have developed very good relationships with them. I find it unfortunate that the Conservative premiers are playing political games by speaking of national unity. I am pleased to see that Quebec is a partner when it comes to protecting the environment, but the Conservatives across the country are not doing anything to protect the environment and they are not listening to indigenous peoples.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, Conservative premiers are not the only ones talking about threats to national unity. Now, the member is saying that national unity will be threatened if they do not get their way and take this country back to where it was under Harper.
We are moving forward responsibly as we listen to environmental concerns and work in partnership with indigenous peoples because we know that is the way to move forward as a country. By raising the issue of national unity, the Conservatives are playing a reckless political game.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, on the contrary, when it comes to telecommunications, we have taken steps to support affordability, competition and consumer interests. We have seen encouraging steps in the right direction. Prices are up to 32% lower in regions with more competition, and there are now low-cost data plans, but we recognize that more must be done. 
We have issued policy directives to the CRTC so that consumer interests must be considered when making decisions. We directed the CRTC to investigate high-pressure sales tactics, and we will continue to take action so that Canadians can get reliable and affordable telecommunications services. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, we are determined to ensure reliable, affordable telecommunication services across the country. Progress is being made. Prices are up to 32% lower in regions with more competition, and there are now low-cost data plans.
However, I recognize that more must be done. That is why we issued a policy directive to the CRTC which requires consumer interests to be considered when making decisions. We will continue to take action to ensure reliable, affordable telecommunication services.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, not only are we ensuring that there is more competition, but we are also investing across the country to ensure that Canadians have access to reliable telecommunication services. We have invested in high-speed Internet in rural areas and we have committed to installing more cell towers.
We are fulfilling our promise to ensure that all Canadians are better connected with more affordable access. We recognize that more must be done, but we have made huge progress in four years and we will continue to invest.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, the Liberals are committed to a robust regime to combat money laundering and terrorist financing. In 2019, we created the action coordination and enforcement team and the money laundering centre of expertise, which will help better identify and meet evolving threats. We provided over $150 million to the RCMP, to FINTRAC and to the CRA to support policing and real estate audit teams. Whereas the Conservatives cut over $500 million from the RCMP's budget, we are ensuring that our law enforcement receives all the resources they need.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, prime ministers do not normally get to give a member's statement, so I thank the other party leaders for allowing me to rise today to recognize the life and service of Marc Gabriel, a good man taken from us by cancer at just 47.
With 23 years in the RCMP, Marc served as an outstanding member of the PM's protection detail.
He had a big heart, an incredible inner strength, and a little smile always tugging at the corner of his mouth, despite being a consummate professional. His tenacity, his love of the outdoors and his adventurous spirit will be greatly missed.
A proud New Brunswicker, equally proud of his native heritage, Marc was a loving husband to Kelsey and a great dad. Dawson, Devon and Cadian know that his commitment to making our world a better and safer place was grounded in an immense love for them and a determination to bring about their best possible future.
Marc, my friend, you are deeply missed by us all.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, for 10 years, Stephen Harper tried building pipelines to new markets and failed. He failed because he did not understand that major projects like this one can only move forward if we work with indigenous peoples and protect the environment. The Conservatives still do not grasp this.
That is exactly how we chose to move forward with the Trans Mountain pipeline. We followed the court's directions, and I am pleased to announce that construction will begin this summer. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, for 10 years, Mr. Harper and his Conservatives failed to get one pipeline built to new markets. The Conservatives talk about the Kinder Morgan Anchor Loop, but that pipeline goes nowhere near a port. 
The reality is that the Conservatives did not understand, and still do not understand, that the only way to build energy projects today and into the future is to protect the environment at the same time and to work in partnership with indigenous peoples. That is exactly what we have done with the Trans Mountain pipeline, moved forward in the right way.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, the Conservatives just will not take yes for an answer. The reality is that we approved this pipeline, and it seems to cause tremendous consternation on the side of the Conservatives that we are actually succeeding in doing what the Alberta energy sector has long been asking for, which is access to new markets other than the United States.
We know that accessing new markets and having the money to pay for the transition to a cleaner, greener economy is important for building our future. They, quite frankly, do not know what to do or what to say, because they are wrong.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, what is very clear to everyone in this House, and indeed to all Canadians, is that the Conservatives still do not understand why they failed for 10 years to give the support to the Canadian economy that was needed. In the 21st century, the only way to move forward on big projects is to have a real plan for the environment and to bring in and work with indigenous communities. They refused to do that for 10 years, and they still do not see that the way to move forward is in partnership.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, I am pleased that the Leader of the Opposition mentioned his climate plan. 
We have been waiting 416 days to see this climate plan, but members will forgive Canadians for being a little skeptical about what is going to be in that climate plan, because the Leader of the Opposition thinks that pollution should be free. He thinks that plastic pollution is not a problem. He will not admit that climate change contributes to extreme weather events, and he continues to not understand that the only way to move forward on creating better energy projects is by protecting the environment at the same time.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, that is exactly what we are going to do.
Over the past four years, we have done more for the environment than any other government in Canada's history. We have put a price on pollution. We are safeguarding our oceans. We are investing in public transit. We are reducing plastic pollution. We have also listened to Canadians about their desire for a cleaner future. Therefore, every dollar from this project will be invested in Canada's clean energy transition. With this project, we are creating jobs, opening new markets, accelerating the clean energy transition and generating—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, during the last four years, we have done more for the environment than any other government in Canada's history. We have put a price on pollution, we are safeguarding our oceans, we are investing in public transit and we are reducing plastic pollution. We have also listened very carefully to Canadians about their desire for a cleaner future. Every dollar from this project will be invested in Canada's clean energy transition.
We are creating jobs, opening new markets, accelerating our clean energy transition and generating new avenues for indigenous economic prosperity.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, over the past four years, we have taken more concrete actions to protect our environment than any government in Canada's history. We are going to continue to move forward on that in partnership with indigenous communities and in respect of environmental concerns.
We on this side of the House recognize that not all indigenous communities support the way we are moving forward, even though we have consulted with them extensively.
My question for the leader of the NDP is, why will he not recognize that there are indigenous communities that actually support this pipeline expansion?",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, Canadians are disturbed by the dramatic increase in the transportation of oil by rail over the last few years.
We know that transporting oil by rail is more polluting and more dangerous. We will still need to use oil for several years. By building a pipeline in a responsible manner, in partnership with indigenous peoples, and by committing to invest all tax revenues from the pipeline in the clean energy transition, we know that we are building a better and more prosperous future for Canadians. ",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, once again, we see the Conservatives unable to actually challenge us on the economy, on the environment and on indigenous peoples, so they choose to sling mud.
We are confident that Canadians will look at how we listened to them, how we worked for them and how we saw the creation of a million jobs, the lowest unemployment in 40 years and the lifting of 825,000 Canadians out of poverty, including 300,000 kids.
Canadians know that this government is on the right track for growing the middle class and helping people working hard to join it.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, obviously, the Conservatives are struggling for questions to ask, because they keep returning to this approach. It did not work for them before. It is really a sign of desperation as we head to meet with Canadians and talk about our plan for the next four years.
We have worked to create over a million new jobs in this country. We have delivered in lifting hundreds of thousands of Canadians out of poverty. We are continuing to demonstrate what leadership on the environment, leadership on the international file and reconciliation with indigenous peoples look like. That is something the Conservatives have a lot of difficulty with.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, as everyone can see, the Conservatives are resorting to personal attacks.
The Conservatives are focusing their attention on us, while we remain focused on Canadians. We have created one million new jobs over the past four years. Canada's unemployment rate is at a 40-year low. We have lifted 825,000 Canadians and 300,000 children out of poverty.
The reality is that our plan to invest in Canadians and to create growth for everyone, including the middle class, is working.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, this fall, Canadians will have a clear choice to make. They can vote for a party that protects the environment, creates economic growth and shows respect for Canadians by lifting hundreds of thousands of people out of poverty and putting Canada back on the international stage, or they can vote for the Conservative Party, which learned nothing from the Harper government's failures, continues to make divisive personal attacks, and continues to focus on me while we are focusing on Canadians.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, while the Conservatives remain focused on us, we will stay focused on Canadians. That is how we delivered creating over one million new jobs, lifting 825,000 Canadians out of poverty, the lowest unemployment in 40 years, 300,000 kids lifted out of poverty, with measures that the members opposite voted against.
We have a plan to continue to grow our economy in responsible ways, while Conservatives resort to personal attacks and petty issues.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Once again, Mr. Speaker, on this last day of Prime Minister's question period, the members opposed are choosing to make personal attacks and not talk about the things that actually deeply matter to Canadians.
I will highlight that during these Prime Minister question periods, I have taken over 3,200 questions from the members opposite, including 237 different MPs. Mr. Harper, during his last term as prime minister, took only 1,400 from about 34 MPs. We know that greater accountability, greater opportunity to participate in debate—",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, during the last four years, we have done more for the environment than any other government in Canada's history. We have put a price on pollution. We are safeguarding our oceans. We are investing in public transit. We are reducing plastic pollution.
We have also listened to Canadians about their desire for a cleaner future. Every dollar from this project will be invested in Canada's clean energy transition. We are creating jobs and opening new markets. We are accelerating our clean energy transition and generating new avenues for indigenous economic prosperity.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, there was plenty wrong with the statements made by the member opposite, but I will focus on one. 
There is a strong economic case for getting access to new markets and for investing in the clean energy transition, but we will all understand that New Democrats have always had challenges with economic plans and approaches. They think there is a choice to be made between protecting the environment and growing the economy. They do not understand that the only way to build a stronger future for all Canadians is to do them both together.",Liberal,Papineau,Justin Trudeau
"Right Hon. Justin Trudeau (Prime Minister, Lib.)","Mr. Speaker, once again, we see on this final day of the mandate—our final last days of this mandate that the Conservatives continue to not understand what Canadians—",Liberal,Papineau,Justin Trudeau
Right Hon. Justin Trudeau,"Mr. Speaker, on these last days of this mandate, I will say the same thing that I will say in the first days of our next mandate. We are going to stay focused on Canadians, growing the economy, protecting the environment, reconciling with indigenous peoples, and creating opportunities for the middle class and people who are working hard to join it.",Liberal,Papineau,Justin Trudeau
